pid,name
8475798,Mikael Granlund
8476463,Jonas Brodin
8475311,Darcy Kuemper
8474061,Anthony Peluso
8474674,James Wright
8474743,Zach Redmond
8475750,Jon Merrill
8476209,Mike Sislo
8476227,Joe Whitney
8476423,Reid Boucher
8474236,Brett Gallant
8476086,Justin Johnson
8476367,John Persson
8476429,Scott Mayfield
8476445,Johan Sundstrom
8476458,Ryan Strome
8476765,Mike Halmo
8477814,Kevin Czuczman
8475795,Dylan McIlrath
8475855,Jesper Fast
8477214,Conor Allen
8475660,Cam Talbot
8477290,Michael Raffl
8476763,Calvin Heeter
8475119,Zach Sill
8475194,Philip Samuelsson
8475208,Brian Dumoulin
8476207,Brian Gibbons
8476522,Adam Payerl
8476874,Olli Maatta
8477126,Jayson Megna
8473553,Jeff Zatkoff
8474660,David Warsofsky
8475414,Craig Cunningham
8475845,Justin Florek
8475902,Zach Trotman
8476191,Kevan Miller
8476435,Alex Khokhlachev
8477228,Matt Lindblad
8473434,Chad Johnson
8476844,Niklas Svedberg
8475235,Nicolas Deslauriers
8475321,Phil Varone
8476878,Zemgus Girgensons
8476931,Jake McCabe
8477499,Rasmus Ristolainen
8477507,Nikita Zadorov
8475303,Connor Knapp
8476319,Nathan Lieuwen
8470366,Martin St Pierre
8475198,Joonas Nattinen
8475739,Michael Bournival
8475889,Patrick Holland
8476879,Cody Ceci
8474855,Nathan Lawson
8477202,Andrew Hammond
8470085,Paul Ranger
8470867,Troy Bodie
8475190,Jamie Devane
8475309,Jerry D'Amigo
8475735,Greg McKegg
8475774,Petter Granberg
8476304,David Broll
8476410,Josh Leivo
8476805,Spencer Abbott
8476853,Morgan Rielly
8477496,Elias Lindholm
8475253,Garrett Wilson
8476389,Vincent Trocheck
8476411,Jonathan Racine
8477493,Aleksander Barkov
8468745,Jean-Philippe Cote
8476453,Nikita Kucherov
8476480,Vladislav Namestnikov
8476975,Cedric Paquette
8477082,Dmitry Korobov
8477832,Cody Kunyk
8477356,Kristers Gudlevskis
8471708,Ryan Stoa
8473505,Peter LeBlanc
8474598,Nicolas Deschamps
8475161,Chris Brown
8475247,Michael Latta
8475275,Patrick Wey
8475567,Julien Brouillette
8475744,Evgeny Kuznetsov
8476941,Connor Carrick
8477220,Nate Schmidt
8475807,Joakim Nordstrom
8476882,Teuvo Teravainen
8477836,Matt Carey
8475720,Kent Simpson
8477293,Antti Raanta
8475157,Landon Ferraro
8475296,Mitch Callahan
8475332,Adam Almquist
8475800,Teemu Pulkkinen
8476289,Alexey Marchenko
8476430,Tomas Jurco
8476443,Xavier Ouellet
8476450,Ryan Sproul
8476822,Luke Glendening
8474939,Mark Van Guilder
8475714,Calle Jarnkrok
8476925,Colton Sissons
8477495,Seth Jones
8477666,Simon Moser
8476433,Magnus Hellberg
8476992,Marek Mazanec
8476427,Ty Rattie
8475260,Corban Knight
8475648,Chris Breen
8475833,Bill Arnold
8475844,Kenny Agostino
8476346,Johnny Gaudreau
8476440,Markus Granlund
8476452,Tyler Wotherspoon
8476827,Chad Billins
8477497,Sean Monahan
8477847,Bryce Van Brabant
8471403,Karri Ramo
8473499,Reto Berra
8475299,Joni Ortio
8471718,Marc-Andre Cliche
8474008,Paul Carey
8476798,Karl Stollery
8477492,Nathan MacKinnon
8475767,Joey Hishon
8470159,Boyd Gordon
8470268,Denis Grebeshkov
8473989,Luke Gazdic
8475716,Martin Marincin
8475752,Tyler Pitlick
8476166,Taylor Fedun
8476179,Will Acton
8476472,Oscar Klefbom
8476779,Brad Hunt
8477289,Anton Belov
8467391,Jason LaBarbera
8469752,Pascal Pelletier
8474601,Yann Sauve
8475423,Darren Archibald
8477201,Kellan Lain
8477816,Michael Zalewski
8474754,Joacim Eriksson
8475663,Eddie Lack
8474005,Alex Grant
8476854,Hampus Lindholm
8475883,Frederik Andersen
8476434,John Gibson
8469798,Maxime Fortunus
8471474,Travis Morin
8474611,Cameron Gaunce
8475246,Kevin Connauton
8475747,Patrik Nemeth
8477501,Valeri Nichushkin
8475789,Jack Campbell
8474638,Andrew Campbell
8475223,Linden Vey
8474889,Martin Jones
8475878,Freddie Hamilton
8476442,Matt Nieto
8476881,Tomas Hertl
8477227,Eriah Hayes
8470065,Ryan Craig
8475808,Michael Chaput
8476432,Boone Jenner
8476850,Ryan Murray
8470093,Mike McKenna
8470147,Curtis McElhinney
8475287,Erik Haula
8476235,Justin Fontaine
8476856,Matt Dumba
8477850,Christian Folin
8474202,John Curry
8474012,John Albert
8474603,Eric O'Dell
8475279,Ben Chiarot
8475815,Julian Melchiori
8476885,Jacob Trouba
8474636,Michael Hutchinson
8475274,Seth Helgeson
8476923,Damon Severson
8477127,Raman Hrabarenka
8476147,Kael Mouillierat
8476852,Griffin Reinhart
8471735,Keith Yandle
8473589,Chris Summers
8475243,Ryan Bourque
8475715,Oscar Lindberg
8475763,Kevin Hayes
8477407,Anthony Duclair
8477084,Mackenzie Skapski
8475723,Petr Straka
8475729,Mark Alt
8476393,Nick Cousins
8476906,Shayne Gostisbehere
8477930,Pierre-Edouard Bellemare
8467972,Rob Zepp
8475810,Bryan Rust
8476293,Scott Wilson
8476339,Dominik Uher
8476449,Scott Harrington
8476769,Bobby Farnham
8476884,Derrick Pouliot
8472365,Bobby Robins
8476363,Brian Ferlin
8476476,Joe Morrow
8476495,Seth Griffith
8477956,David Pastrnak
8476876,Malcolm Subban
8476469,Joel Armia
8477213,Tim Schaller
8477933,Sam Reinhart
8477092,Andrey Makarov
8477413,Sven Andrighetto
8477455,Jacob de la Rose
8478137,Jiri Sekac
8476386,Shane Prince
8476477,Matt Puempel
8477508,Curtis Lazar
8476904,Chris Driedger
8474748,Andrew MacWilliam
8475295,Brandon Kozun
8475842,Sam Carrick
8476478,Stuart Percy
8478376,Casey Bailey
8475250,Andrej Nestrasil
8475294,Rasmus Rissanen
8475732,Danny Biega
8475826,Justin Shugg
8475980,Brody Sutter
8476397,Keegan Lowe
8476437,Victor Rask
8476944,Brendan Woods
8477887,Patrick Brown
8476428,Rocco Grimaldi
8477932,Aaron Ekblad
8474722,Luke Witkowski
8476300,Nikita Nesterov
8476886,Slater Koekkoek
8477494,Jonathan Drouin
8476883,Andrei Vasilevskiy
8475816,Stanislav Galiev
8477070,Liam O'Brien
8477444,Andre Burakovsky
8471879,Kyle Cumiskey
8476394,Michael Paliotta
8476403,Klas Dahlbeck
8476431,Adam Clendening
8476479,Phillip Danault
8477451,Ryan Hartman
8477845,Trevor van Riemsdyk
8478393,Kyle Baun
8474152,Scott Darling
8474591,Tom McCollum
8475868,Anthony Bitetto
8476447,Miikka Salomaki
8477942,Kevin Fiala
8478042,Viktor Arvidsson
8474627,Jori Lehtera
8476989,Petteri Lindbohm
8473673,David Schlemko
8475829,John Ramage
8475907,Micheal Ferland
8476967,Brett Kulak
8477486,Emile Poirier
8477591,Josh Jooris
8477913,David Wolf
8477935,Sam Bennett
8475461,Andrew Agozzino
8476464,Duncan Siemens
8476536,Colin Smith
8477902,Dennis Everberg
8477916,Borna Rendulic
8475717,Calvin Pickard
8475734,Curtis Hamilton
8475869,Brandon Davidson
8476336,Iiro Pakarinen
8476426,David Musil
8477249,Andrew Miller
8477410,Bogdan Yakimov
8477498,Darnell Nurse
8477851,Jordan Oesterle
8477934,Leon Draisaitl
8475781,Tyler Bunz
8476316,Laurent Brossoit
8468085,Radim Vrbata
8473415,Alex Biega
8476214,Brandon DeFazio
8477500,Bo Horvat
8477589,Ronalds Kenins
8475203,Jesse Blacker
8475780,Chris Wagner
8476312,Josh Manson
8476384,Max Friberg
8476448,William Karlsson
8476474,Stefan Noesen
8475310,Curtis McKenzie
8475896,Brendan Ranford
8475906,John Klingberg
8476279,Jyrki Jokipakka
8476439,Brett Ritchie
8476404,Andy Andreoff
8476406,Nicholas Shore
8474516,Bryan Lerg
8476549,Daniil Tarasov
8476624,Barclay Goodrow
8476919,Chris Tierney
8477509,Mirco Mueller
8477922,Melker Karlsson
8477234,Troy Grosenick
8476981,Josh Anderson
8477448,Marko Dano
8477505,Alex Wennberg
8477510,Kerby Rychel
8476341,Anton Forsberg
8476344,Tyler Graovac
8476392,Adam Lowry
8477429,Andrew Copp
8462038,Shane Doan
8470719,Alexandre Bolduc
8471231,Kyle Chipchura
8471232,Lauri Korpikoski
8471691,Martin Hanzal
8474571,Mikkel Boedker
8474628,Michael Stone
8474793,Justin Hodgman
8475171,Oliver Ekman-Larsson
8475224,Jordan Szwarz
8475759,Brandon Gormley
8475996,Brendan Shinnimin
8476356,Tobias Rieder
8476451,Lucas Lessio
8476473,Connor Murphy
8476868,Henrik Samuelsson
8476921,Jordan Martinook
8477715,Tyler Gaudet
8469608,Mike Smith
8475839,Louis Domingue
8476200,Paul Thompson
8476370,Blake Pietila
8476772,Brian O'Neill
8477010,Joseph Blandisi
8477425,Miles Wood
8477463,Steven Santini
8478401,Pavel Zacha
8478566,Sergey Kalinin
8478584,Vojtech Mozik
8475809,Scott Wedgewood
8476409,Alan Quine
8476917,Adam Pelech
8477506,Ryan Pulock
8477527,Ross Johnston
8475234,J-F Berube
8476444,Christopher Gibson
8475949,Marek Hrivik
8476869,Brady Skjei
8475738,Jordan Weal
8476955,Taylor Leier
8478563,Evgeny Medvedev
8475832,Tom Kuhnhackl
8476326,Josh Archibald
8476897,Oskar Sundqvist
8477839,Conor Sheary
8478466,Daniel Sprong
8478866,Dominik Simon
8478928,Sergei Plotnikov
8476899,Matt Murray
8474019,Tommy Cross
8475292,Tyler Randell
8476525,Colin Miller
8478366,Frank Vatrano
8478564,Joonas Kemppainen
8478569,Noel Acciari
8476401,Daniel Catenacci
8476766,Cole Schneider
8477392,Hudson Fasching
8477473,Justin Bailey
8478403,Jack Eichel
8478542,Evan Rodrigues
8479268,Casey Nelson
8476309,Jason Kasdorf
8476999,Linus Ullmark
8473431,Bud Holloway
8475782,Morgan Ellis
8476379,Darren Dietz
8476948,Charles Hudon
8477446,Michael McCarron
8477810,Joel Hanley
8477901,Daniel Carr
8478004,Brett Lernout
8478963,Ryan Johnston
8477237,Mike Condon
8479292,Charlie Lindgren
8475227,Chris Wideman
8476288,Ryan Dzingel
8476323,Max McCormick
8476368,Fredrik Claesson
8477210,Buddy Robinson
8477426,Nicholas Paul
8477433,Ben Harpur
8478559,Matthew O'Connor
8475278,Byron Froese
8475786,Zach Hyman
8476894,Brendan Leipsic
8477015,Connor Brown
8477033,Viktor Loov
8477427,Tobias Lindberg
8477512,Frederik Gauthier
8477642,Rinat Valiev
8477939,William Nylander
8477953,Kasperi Kapanen
8478373,Nikita Soshnikov
8476343,Garret Sparks
8476858,Phillip Di Giuseppe
8476934,Brock McGinn
8476953,Trevor Carrick
8476958,Jaccob Slavin
8477488,Brett Pesce
8477566,Sergey Tolchinsky
8478396,Noah Hanifin
8478585,Derek Ryan
8474698,Brent Regner
8475736,Connor Brickley
8475756,John McFarland
8476400,Logan Shaw
8476415,Kyle Rau
8476875,Mike Matheson
8476826,Yanni Gourde
8477326,Joel Vermin
8476905,Chandler Stephenson
8474588,Viktor Tikhonov
8476471,Mark McNeill
8476979,Erik Gustafsson
8476994,Vinnie Hinostroza
8477300,Viktor Svedberg
8477929,Dennis Rasmussen
8478528,Tanner Kero
8478550,Artemi Panarin
8476960,Andreas Athanasiou
8477511,Anthony Mantha
8477931,Tomas Nosek
8477946,Dylan Larkin
8476857,Pontus Aberg
8477424,Juuse Saros
8476441,Joel Edmundson
8476892,Colton Parayko
8477952,Robby Fabbri
8476412,Jordan Binnington
8477831,Pheonix Copley
8476505,Turner Elson
8476890,Patrick Sieloff
8477445,Hunter Shinkaruk
8477903,Garnet Hathaway
8478430,Oliver Kylington
8478562,Jakub Nakladal
8473550,Andrew Bodnarchuk
8477453,Chris Bigras
8478420,Mikko Rantanen
8478561,Andreas Martinsen
8477914,Roman Will
8476915,Jujhar Khaira
8477415,Anton Slepyshev
8478402,Connor McDavid
8475836,Alex Friesen
8476388,Andrey Pedan
8476414,Alexandre Grenier
8476867,Brendan Gaunce
8477018,Ben Hutton
8477937,Jake Virtanen
8477955,Jared McCann
8477997,Nikita Tryamkin
8477447,Shea Theodore
8477941,Nick Ritchie
8475730,Stephen Johns
8476889,Radek Faksa
8476902,Esa Lindell
8476913,Devin Shore
8477406,Mattias Janmark
8477450,Jason Dickinson
8475343,Nic Dowd
8475762,Derek Forbort
8475857,Kevin Gravel
8476352,Michael Mersch
8475820,Joonas Donskoi
8476331,Dylan DeMelo
8477846,Ryan Carpenter
8477958,Nikolay Goldobin
8477416,Oliver Bjorkstrand
8477947,Sonny Milano
8478541,Markus Hannikainen
8478567,Dean Kukan
8476914,Joonas Korpisalo
8476422,Mike Reilly
8476545,Kurtis Gabriel
8477006,Christoph Bertschy
8477467,Gustav Olofsson
8477923,Michael Keranen
8476910,Scott Kosmachuk
8477076,JC Lipon
8477464,Nic Petan
8477504,Josh Morrissey
8477940,Nikolaj Ehlers
8478029,Chase De Leo
8479293,Brandon Tanev
8476945,Connor Hellebuyck
8477460,Laurent Dauphin
8477503,Max Domi
8478999,Niklas Treutle
8476399,Blake Coleman
8476526,Ben Thomson
8477961,John Quenneville
8478480,Blake Speers
8479250,Nick Lappin
8479291,Kevin Rooney
8479483,Yohann Auvitu
8480081,Michael Kapla
8477881,Connor Jones
8477959,Joshua Ho-Sang
8478445,Mathew Barzal
8478463,Anthony Beauvillier
8476918,Jimmy Vesey
8476922,Boo Nieves
8477402,Pavel Buchnevich
8477462,Robert Hagg
8477502,Samuel Morin
8478439,Travis Konecny
8478500,Ivan Provorov
8479648,Roman Lyubimov
8480087,Mike Vecchione
8476932,Anthony Stolarz
8477240,Carter Rowney
8477404,Jake Guentzel
8477520,Jean-Sebastien Dea
8477465,Tristan Jarry
8476303,Rob O'Gara
8476374,Sean Kuraly
8476891,Matt Grzelcyk
8477320,Anton Blidh
8477417,Peter Cehlarik
8478046,Danton Heinen
8478417,Jakob Forsbacka Karlsson
8478443,Brandon Carlo
8478512,Austin Czarnik
8479325,Charlie McAvoy
8475876,Zane McIntyre
8475982,Erik Burgdoerfer
8477041,Brady Austin
8477391,Sean Malone
8477478,William Carrier
8477491,Nick Baptiste
8478425,Brendan Guhle
8479423,Alex Nylander
8480083,C.J. Smith
8477476,Artturi Lehkonen
8477957,Nikita Scherbak
8479410,Mikhail Sergachev
8474018,Christopher DiDomenico
8477971,Andreas Englund
8478400,Colin White
8478469,Thomas Chabot
8478483,Mitchell Marner
8479318,Auston Matthews
8479458,Nikita Zaitsev
8477312,Antoine Bibeau
8476924,Martin Frk
8477458,Valentin Zykov
8478027,Lucas Wallmark
8478427,Sebastian Aho
8479249,Andrew Poturalski
8477968,Alex Nedeljkovic
8479115,Jorge Alves
8475597,Shane Harper
8477346,MacKenzie Weegar
8477452,Ian McCoshen
8478843,Denis Malgin
8476285,Matthew Peca
8476911,Tanner Richard
8477009,Jake Dotchin
8477454,Adam Erne
8478010,Brayden Point
8475291,Garrett Mitchell
8477003,Riley Barber
8477482,Zach Sanford
8477944,Jakub Vrana
8477353,Tyler Motte
8477401,John Hayden
8477951,Nick Schmaltz
8478055,Gustav Forsling
8479482,Michal Kempny
8475324,Nick Jensen
8476418,Robbie Russo
8477479,Tyler Bertuzzi
8478371,Matt Lorito
8478431,Evgeny Svechnikov
8479252,Dan Renouf
8477225,Jared Coreau
8475436,Mike Liambas
8477919,Frederick Gaudreau
8477973,Vladislav Kamenev
8478851,Alexandre Carrier
8475263,Wade Megan
8476877,Jordan Schmaltz
8477964,Ivan Barbashev
8476873,Mark Jankowski
8478397,Rasmus Andersson
8479314,Matthew Tkachuk
8476903,Jon Gillies
8479496,David Rittich
8476511,Samuel Henley
8477456,J.T. Compher
8478073,Anton Lindholm
8478421,A.J. Greer
8479370,Tyson Jost
8474092,Jeremy Smith
8477484,Spencer Martin
8476416,Dillon Simpson
8476988,Matt Benning
8479344,Jesse Puljujarvi
8479465,Drake Caggiula
8475210,Anton Rodin
8476390,Joseph Cramarossa
8476425,Joseph LaBate
8477091,Evan McEneny
8478444,Brock Boeser
8479442,Troy Stecher
8479969,Griffen Molino
8476866,Nicolas Kerdiles
8477034,Jaycob Megna
8477466,Nick Sorensen
8477986,Brandon Montour
8478131,Ondrej Kase
8478491,Jacob Larsson
8479290,Kalle Kossila
8475413,Justin Dowling
8476966,Gemel Smith
8477461,Remi Elie
8477945,Julius Honka
8478495,Denis Gurianov
8476983,Paul LaDue
8477380,Jonny Brodzinski
8477960,Adrian Kempe
8475834,Marcus Sorensen
8475841,Tim Heed
8476982,Danny O'Regan
8478099,Kevin Labanc
8478414,Timo Meier
8477180,Aaron Dell
8476310,Lukas Sedlak
8476391,T.J. Tynan
8478460,Zach Werenski
8478506,Gabriel Carlsson
8478906,Markus Nutivaara
8476219,Patrick Cannone
8476619,Zack Mitchell
8477949,Alex Tuch
8478493,Joel Eriksson Ek
8478031,Nelson Nogier
8478398,Kyle Connor
8478458,Jack Roslovic
8479339,Patrik Laine
8477480,Eric Comrie
8477943,Brendan Perlini
8477950,Tony DeAngelo
8477989,Christian Dvorak
8478432,Christian Fischer
8478440,Dylan Strome
8478474,Lawson Crouse
8479343,Clayton Keller
8479345,Jakob Chychrun
8476986,Marek Langhamer
8477355,Will Butcher
8479407,Jesper Bratt
8480002,Nico Hischier
8478965,Kenneth Appleby
8477936,Michael Dal Colle
8479206,Tanner Fritz
8480222,Sebastian Aho
8476396,Steven Fogarty
8477337,John Gilmour
8479968,Vinni Lettieri
8480072,Lias Andersson
8480078,Filip Chytil
8480145,Neal Pionk
8477990,Brandon Halverson
8480382,Alexandar Georgiev
8473440,Will O'Neill
8477399,Tyrell Goulbourne
8477948,Travis Sanheim
8478067,Oskar Lindblom
8478365,Danick Martel
8479974,Nolan Patrick
8479312,Alex Lyon
8479944,Zach Aston-Reese
8479193,Casey DeSmith
8477529,Colby Cave
8477987,Ryan Donato
8478075,Anders Bjork
8478498,Jake DeBrusk
8479304,Kyle Criscuolo
8479755,Victor Antipin
8479999,Casey Mittelstadt
8476330,Adam Wilcox
8478454,Noah Juulsen
8479376,Victor Mete
8480143,Jakub Jerabek
8475328,Ben Sexton
8478268,Jack Rodewald
8478488,Filip Chlapik
8478846,Christian Wolanin
8478868,Christian Jaros
8479366,Logan Brown
8480029,Alex Formenton
8475718,Justin Holl
8477341,Andreas Johnsson
8478408,Travis Dermott
8480157,Calle Rosen
8480158,Andreas Borgman
8477938,Haydn Fleury
8477981,Roland McKeown
8477998,Warren Foegele
8478462,Nicolas Roy
8479511,Janne Kuokkanen
8480039,Martin Necas
8476322,Chase Balisy
8477583,Curtis Valk
8478211,Dryden Hunt
8479404,Henrik Borgstrom
8479553,Maxim Mamin
8480015,Owen Tippett
8480164,Henrik Haapala
8474667,Harri Sateri
8478519,Anthony Cirelli
8476329,Travis Boyd
8477043,Christian Djoos
8477474,Madison Bowey
8477573,Nathan Walker
8478063,Shane Gersich
8477472,Carl Dahlstrom
8478106,Dylan Sikura
8478146,Matthew Highmore
8479337,Alex DeBrincat
8479595,Blake Hillman
8480144,David Kampf
8480153,Victor Ejdsell
8480172,Jan Rutta
8471301,Jeff Glass
8479138,Scott Foster
8480420,Collin Delia
8477994,Dominic Turgeon
8478176,Joe Hicketts
8479398,Samuel Girard
8480009,Eeli Tolvanen
8478104,Sammy Blais
8478407,Vince Dunn
8479420,Tage Thompson
8480761,Mitch Reinke
8477449,Morgan Klimchuk
8478233,Andrew Mangiapane
8479066,Ryan Lomberg
8480330,Spencer Foo
8476952,Dominic Toninato
8477021,Alex Kerfoot
8478842,Andrei Mironov
8478451,Ethan Bear
8479977,Kailer Yamamoto
8477085,Ashton Sautner
8478874,Adam Gaudette
8480163,Philip Holm
8477967,Thatcher Demko
8476407,Andy Welinski
8476971,Kevin Roy
8477969,Marcus Pettersson
8478873,Troy Terry
8479613,Giovanni Fiore
8477471,Dillon Heatherington
8476020,Andrew Crescenzi
8477073,Kurtis MacDermid
8477428,Justin Auger
8478020,Michael Amadio
8480113,Alex Iafallo
8480147,Oscar Fantenberg
8480771,Daniel Brickley
8477046,Joakim Ryan
8479580,Dylan Gambrell
8476283,Alex Broadhurst
8479400,Pierre-Luc Dubois
8480762,Eric Robinson
8476372,Nick Seeler
8477369,Carson Soucy
8478011,Louie Belpedio
8478413,Jordan Greenway
8479316,Luke Kunin
8480082,Justin Kloos
8477359,Tucker Poolman
8477962,Brendan Lemieux
8478915,Sami Niku
8474131,Mario Kempe
8477541,Dakota Mermis
8477634,Trevor Murphy
8478447,Nick Merkley
8478476,Kyle Capobianco
8478499,Adin Hill
8476617,Tomas Hyka
8479650,Vadim Shipachyov
8480727,Zach Whitecloud
8476509,Maxime Lagace
8476861,Oscar Dansk
8480263,Dylan Ferguson
8477972,Josh Jacobs
8478841,Colton White
8478881,Brett Seney
8479315,Joey Anderson
8479330,Brandon Gignac
8479414,Nathan Bastian
8479415,Michael McLeod
8480948,Egor Yakovlev
8478406,Mackenzie Blackwood
8478038,Devon Toews
8479324,Ryan Lindgren
8479333,Libor Hajek
8479353,Brett Howden
8479364,Tim Gettinger
8477979,Nicolas Aube-Kubel
8478017,Mark Friedman
8478844,Mikhail Vorobyev
8479026,Philippe Myers
8479394,Carter Hart
8476927,Teddy Blueger
8480341,Adam Johnson
8480945,Juuso Riikola
8477365,Connor Clifton
8478415,Jakub Zboril
8478468,Jeremy Lauzon
8478485,Zach Senyshyn
8479365,Trent Frederic
8480001,Urho Vaakanainen
8480901,Karson Kuhlman
8478109,Victor Olofsson
8478840,Will Borgen
8480839,Rasmus Dahlin
8480935,Lawrence Pilut
8480068,Ryan Poehling
8480829,Jesperi Kotkaniemi
8478870,Rudolfs Balcers
8479320,Max Lajoie
8479411,Vitaly Abramov
8480073,Erik Brannstrom
8480208,Drake Batherson
8480314,Max Veronneau
8480801,Brady Tkachuk
8477405,Marcus Hogberg
8478916,Joey Daccord
8479675,Trevor Moore
8480943,Igor Ozhiganov
8480944,Par Lindholm
8477357,Saku Maenalanen
8478056,Clark Bishop
8479402,Jake Bean
8480830,Andrei Svechnikov
8478839,Aleksi Saarela
8477384,Josh Brown
8477963,Jayce Hawryluk
8477996,Juho Lammikko
8479388,Riley Stillman
8479439,Jacob MacDonald
8479447,Anthony Greco
8480955,Bogdan Kiselevich
8481442,Brady Keeper
8478470,Sam Montembeault
8478416,Erik Cernak
8478472,Mathieu Joseph
8475277,Edward Pasquale
8477343,Tyler Lewington
8478399,Jonas Siegenthaler
8477366,Luke Johnson
8478502,Dennis Gilbert
8479657,Alexandre Fortin
8480035,Henri Jokiharju
8480946,Dominik Kahun
8480954,Jacob Nilsson
8477865,Jake Chelios
8478036,Christoffer Ehn
8479395,Dennis Cholowski
8479425,Filip Hronek
8479992,Michael Rasmussen
8480161,Libor Sulak
8480821,Filip Zadina
8481426,Ryan Kuffner
8481433,Taro Hirose
8480363,Kaden Fulcher
8476278,Colin Blackwell
8478409,Anthony Richard
8479371,Dante Fabbro
8479514,Rem Pitlick
8476907,Mackenzie MacEachern
8479385,Jordan Kyrou
8480023,Robert Thomas
8479346,Dillon Dube
8479976,Juuso Valimaki
8477435,Ryan Graves
8480326,Sheldon Dries
8481186,Logan O'Connor
8480069,Cale Makar
8480925,Pavel Francouz
8477680,Josh Currie
8478442,Cooper Marody
8478452,Caleb Jones
8479466,Patrick Russell
8479970,Joseph Gambardella
8480803,Evan Bouchard
8475156,Mikko Koskinen
8478465,Guillaume Brisebois
8479772,Zack MacEwen
8480012,Elias Pettersson
8480800,Quinn Hughes
8481425,Josh Teves
8481479,Brogan Rafferty
8480022,Michael DiPietro
8479351,Sam Steel
8479368,Max Jones
8479372,Josh Mahura
8480031,Max Comtois
8480748,Kiefer Sherwood
8480806,Isac Lundestrom
8479294,Kevin Boyle
8478449,Roope Hintz
8479416,Ben Gleason
8479945,Gavin Bayreuther
8480036,Miro Heiskanen
8480769,Joel L'Esperance
8479016,Landon Bow
8478455,Austin Wagner
8478911,Matt Roy
8479336,Carl Grundstrom
8479644,Matt Luff
8479994,Jaret Anderson-Dolan
8480336,Sean Walker
8480776,Sheldon Rempal
8481481,Blake Lizotte
8477361,Cal Petersen
8478078,Rourke Chartier
8478136,Jake Middleton
8480160,Radim Simek
8480780,Lukas Radil
8480965,Antti Suomela
8478831,Kevin Stenlund
8478949,Kole Sherwood
8480074,Alexandre Texier
8478882,Vladislav Gavrikov
8481477,Nico Sturm
8478891,Mason Appleton
8480005,Kristian Vesalainen
8478047,Michael Bunting
8478856,Conor Garland
8480950,Ilya Lyubushkin
8480112,Hunter Miska
8481486,Jimmy Schuldt
8477038,Nikita Gusev
8480003,Jesper Boqvist
8481559,Jack Hughes
8480213,Gilles Senn
8478367,Cole Bardreau
8479356,Kieffer Bellows
8479526,Otto Koivula
8480789,Oliver Wahlstrom
8480865,Noah Dobson
8479323,Adam Fox
8479328,Julien Gauthier
8481554,Kaapo Kakko
8478048,Igor Shesterkin
8478436,David Kase
8479358,Carsen Twarynski
8479382,Connor Bunnaman
8479424,German Rubtsov
8480028,Morgan Frost
8480797,Joel Farabee
8476974,Thomas Di Pauli
8478043,Sam Lafferty
8478074,Anthony Angello
8478507,John Marino
8478888,Cameron Hughes
8480021,Jack Studnicka
8478435,Dan Vladar
8475748,Dalton Smith
8479335,Rasmus Asplund
8477992,Jonas Johansson
8478133,Jake Evans
8478838,Lukas Vejdemo
8479985,Cale Fleury
8480018,Nick Suzuki
8481105,Otto Leskinen
8475968,Alex Belzile
8480051,Cayden Primeau
8477149,Scott Sabourin
8478833,J.C. Beaudin
8480064,Josh Norris
8480247,Jonathan Davidsson
8478115,Pierre Engvall
8478857,Dmytro Timashov
8478975,Mason Marchment
8478996,Adam Brooks
8479510,Egor Korshkov
8480043,Timothy Liljegren
8480873,Rasmus Sandin
8481624,Ilya Mikheyev
8481582,Nicholas Robertson
8479288,Kasimir Kaskisuo
8479987,Morgan Geekie
8480185,Eetu Luostarinen
8479188,David Ayres
8477409,Carter Verhaeghe
8478477,Mitchell Stephens
8480186,Alexander Volkov
8479359,Beck Malenstyn
8480796,Martin Fehervary
8477314,Brian Pinho
8478492,Ilya Samsonov
8477330,Dominik Kubalik
8479523,Lucas Carlsson
8479542,Brandon Hagel
8480814,Nicolas Beaudin
8480871,Adam Boqvist
8481523,Kirby Dach
8481637,Anton Wedin
8479379,Givani Smith
8480184,Gustav Lindström
8478508,Yakov Trenin
8479671,Mathieu Olivier
8478013,Jake Walman
8478040,Austin Poganski
8478859,Niko Mikkola
8480011,Klim Kostin
8481630,Alexander Yelesin
8479982,Conor Timmins
8480822,Martin Kaut
8479530,Adam Werner
8478021,William Lagesson
8479347,Tyler Benson
8480940,Joel Persson
8481638,Joakim Nygard
8481813,Gaetan Haas
8479355,Olli Juolevi
8475825,Jani Hakanpää
8479381,Nick Caamano
8479587,Rhett Gardner
8480027,Jason Robertson
8481641,Joel Kiviranta
8481581,Thomas Harley
8479979,Jake Oettinger
8476947,Nikolai Prokhorkin
8479348,Kale Clague
8479998,Mikey Anderson
8480014,Gabriel Vilardi
8481600,Tobias Bjornfot
8477983,Maxim Letunov
8479393,Noah Gregor
8479571,Joachim Blichfeld
8479983,Mario Ferraro
8480384,Alexander True
8481515,Danil Yurtaykin
8481516,Joel Kellman
8481640,Lean Bergmann
8481812,Nikolai Knyzhov
8477974,Ryan MacInnis
8479369,Andrew Peeke
8479557,Calvin Thurkauf
8480205,Emil Bemstrom
8480853,Liam Foudy
8481650,Jakob Lilja
8478007,Elvis Merzlikins
8480162,Matiss Kivlenieks
8479734,Brennan Menell
8479933,Gerry Mayhew
8478039,Kaapo Kahkonen
8478058,CJ Suess
8478424,Jansen Harkins
8481019,David Gustafsson
8481572,Ville Heinola
8481642,Andrei Chibisov
8481649,Joona Luoto
